event_id,entity_id,timestamp,anomaly_score,predicted_attack_type,confidence,explanation_text,hour_of_day,day_of_week,is_cold_start,time_since_last_session_hrs,distance_from_last_km,implied_travel_speed_kmh,failed_auth_entity_15m,failed_auth_ip_15m_distinct,is_new_resource,new_resources_last_10,is_off_hours,device_differs,os_differs,mac_differs,firmware_differs,session_duration_z
10147,EDG_07a0ca6e,2023-07-29 15:54:06,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 4 distinct entities failed auth from IP 83.141.118.160 in 15m.,15,5,0,6.132777777777778,10992.96784651654,1792.494077699952,1,4,0,1,0,1,1,1,1,-3.043715117762395
10148,USE_d0e6e660,2023-07-29 15:54:08,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 5 distinct entities failed auth from IP 83.141.118.160 in 15m.,15,5,0,2.118888888888889,9408.147374037004,4440.1324785701645,1,5,0,4,0,1,1,1,1,-3.0378897151068727
10149,USE_54b4a482,2023-07-29 16:19:00,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 1 distinct entities failed auth from IP 183.126.27.56 in 15m.,16,5,0,9.382777777777775,9408.147374037004,1002.7038470760026,1,1,1,2,0,1,0,1,1,-2.7385354185797737
10155,USE_654821d0,2023-07-29 16:48:02,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 2 distinct entities failed auth from IP 18.235.26.143 in 15m.,16,5,0,9.865555555555556,9408.147374037004,953.6358414949096,1,2,0,2,0,1,1,1,1,-3.0870340261095586
10158,SER_e5d7b875,2023-07-29 16:48:08,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 5 distinct entities failed auth from IP 18.235.26.143 in 15m.,16,5,0,4.383333333333334,8444.74023431511,1926.5567074483135,1,5,1,3,0,1,1,1,1,-2.9044825252557844
10159,EDG_79a28903,2023-07-29 17:44:00,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 1 distinct entities failed auth from IP 128.17.204.78 in 15m.,17,5,0,2.9477777777777776,10992.96784651654,3729.238998064413,1,1,1,2,0,1,1,1,1,-2.8749433219934772
10160,USE_6e0d2648,2023-07-29 17:44:02,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 2 distinct entities failed auth from IP 128.17.204.78 in 15m.,17,5,0,10.68388888888889,9408.147374037004,880.5920271055382,1,2,1,2,0,1,1,1,1,-3.16772801170057
10161,EDG_c84a7b28,2023-07-29 17:44:04,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 3 distinct entities failed auth from IP 128.17.204.78 in 15m.,17,5,0,7.265555555555555,9408.147374037004,1294.8971764235057,1,3,0,2,0,1,1,1,1,-2.930225085706194
10165,USE_abf3e3fc,2023-07-29 18:38:02,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 2 distinct entities failed auth from IP 100.147.243.202 in 15m.,18,5,0,7.783333333333333,6749.632855877042,867.1905168150375,1,2,1,3,0,1,1,1,1,-3.078539932393632
10166,EDG_c84a7b28,2023-07-29 18:38:04,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 3 distinct entities failed auth from IP 100.147.243.202 in 15m.,18,5,0,0.9,6749.632855877042,7499.592062085602,1,3,0,2,0,1,1,1,1,-2.930225085706194
10167,USE_cac5b68c,2023-07-29 18:38:06,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 4 distinct entities failed auth from IP 100.147.243.202 in 15m.,18,5,0,1.833888888888889,6749.632855877042,3680.502617563973,1,4,1,2,0,1,1,1,1,-3.135423543129347
10169,USE_54b4a482,2023-07-29 19:29:00,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 1 distinct entities failed auth from IP 78.121.233.60 in 15m.,19,5,0,3.1666666666666665,8444.74023431511,2666.7600739942454,1,1,0,2,0,1,1,1,1,-2.7385354185797737
10170,USE_4d71c366,2023-07-29 19:29:02,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 2 distinct entities failed auth from IP 78.121.233.60 in 15m.,19,5,0,4.6994444444444445,3908.975628393371,831.7952631644483,1,2,0,3,0,1,1,1,1,-3.4094064594063274
10171,USE_654821d0,2023-07-29 19:29:04,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 3 distinct entities failed auth from IP 78.121.233.60 in 15m.,19,5,0,1.7494444444444444,8444.74023431511,4827.098260326198,1,3,0,3,0,1,1,1,1,-3.0870340261095586
10172,USE_8181a8cc,2023-07-29 19:29:06,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 4 distinct entities failed auth from IP 78.121.233.60 in 15m.,19,5,0,6.417222222222223,13617.321798108962,2121.996297861322,1,4,1,2,0,1,1,1,1,-2.7108458955754164
10173,USE_568cc69b,2023-07-29 19:29:08,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 5 distinct entities failed auth from IP 78.121.233.60 in 15m.,19,5,0,3.5855555555555556,8444.74023431511,2355.2110972679266,1,5,0,3,0,1,0,1,1,-3.283793271827379
10174,USE_1d9af659,2023-07-29 20:20:00,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 1 distinct entities failed auth from IP 15.30.254.114 in 15m.,20,5,0,6.549444444444444,9170.278978556677,1400.1613505303262,1,1,1,3,0,1,1,1,1,-3.1130017969907984
10177,USE_bdd640fb,2023-07-29 20:20:06,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 4 distinct entities failed auth from IP 15.30.254.114 in 15m.,20,5,0,4.016111111111111,8444.74023431511,2102.7157866602847,1,4,0,2,0,1,1,1,1,-3.1279377760442486
10178,USE_ac619e63,2023-07-29 20:20:08,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 5 distinct entities failed auth from IP 15.30.254.114 in 15m.,20,5,0,5.217222222222222,8444.74023431511,1618.6276671033113,1,5,0,3,0,1,1,1,1,-3.4058204846346425
10180,USE_fbc9f87a,2023-07-29 21:10:02,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 2 distinct entities failed auth from IP 85.253.30.109 in 15m.,21,5,0,7.567222222222222,9408.147374037004,1243.2762112375456,1,2,0,3,0,1,1,1,1,-2.8782601443733684
10181,USE_8181a8cc,2023-07-29 21:10:04,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 3 distinct entities failed auth from IP 85.253.30.109 in 15m.,21,5,0,1.6827777777777777,8444.74023431511,5018.3335826237035,1,3,1,3,0,1,1,1,1,-2.7108458955754164
10182,USE_11c58ef0,2023-07-29 21:10:06,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 4 distinct entities failed auth from IP 85.253.30.109 in 15m.,21,5,0,8.750555555555556,8444.74023431511,965.0518964997268,1,4,0,1,0,1,1,1,1,-3.050055390990305
10183,USE_cac5b68c,2023-07-29 21:10:08,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 5 distinct entities failed auth from IP 85.253.30.109 in 15m.,21,5,0,2.533888888888889,6749.632855877042,2663.744604380328,1,5,0,2,0,1,1,1,1,-3.135423543129347
10184,SER_9e8fc965,2023-07-29 21:59:00,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 1 distinct entities failed auth from IP 166.193.204.64 in 15m.,21,5,0,5.665555555555556,10992.96784651654,1940.315956435553,1,1,1,1,0,1,1,1,1,-2.780820855272718
10189,USE_d0e6e660,2023-07-29 22:34:00,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 1 distinct entities failed auth from IP 158.146.164.11 in 15m.,22,5,0,6.664444444444444,8444.74023431511,1267.1334129515838,1,1,0,4,0,1,1,1,1,-3.0378897151068727
10199,SER_c4b032cc,2023-07-30 00:30:00,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 1 distinct entities failed auth from IP 70.142.42.181 in 15m.,0,6,0,6.764444444444444,6749.632855877042,997.8103761973288,1,1,1,4,0,1,1,1,1,-2.9825570109253308
10200,EDG_c7b5b2bc,2023-07-30 00:30:02,2.2476212829351425,credential_stuffing,1.0,Flagged by sequence model (Score: 2.25). Matches credential stuffing: 2 distinct entities failed auth from IP 70.142.42.181 in 15m.,0,6,0,0.9494444444444444,13617.321798108962,14342.410319833898,1,2,1,2,0,1,1,1,1,-3.0693093394606046
10201,USE_83f4a9a9,2023-07-30 00:30:04,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 3 distinct entities failed auth from IP 70.142.42.181 in 15m.,0,6,0,2.5166666666666666,12803.922867877813,5087.651470679925,1,3,0,0,0,1,1,1,1,-2.9366356317903812
10202,USE_ac619e63,2023-07-30 00:30:06,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 4 distinct entities failed auth from IP 70.142.42.181 in 15m.,0,6,0,4.166111111111111,13617.321798108962,3268.593043952011,1,4,0,3,0,1,1,1,1,-3.4058204846346425
10203,USE_8181a8cc,2023-07-30 00:30:08,1.7476212829351423,credential_stuffing,1.0,Flagged by sequence model (Score: 1.75). Matches credential stuffing: 5 distinct entities failed auth from IP 70.142.42.181 in 15m.,0,6,0,3.3344444444444443,6749.632855877042,2024.215118390316,1,5,0,3,0,1,1,1,1,-2.7108458955754164
10204,USE_fc3d3348,2023-07-30 00:37:00,1.7476212829351423,lateral_movement,1.0,"Flagged by sequence model (Score: 1.75). Matches lateral movement: Accessed new resource 'GitLab', 2 new resources recently.",0,6,0,8.299444444444445,10992.96784651654,1324.5426148825068,0,0,1,2,0,0,0,0,0,0.0409537257682635
10205,EDG_ae849217,2023-07-30 00:45:00,1.7476212829351423,lateral_movement,1.0,"Flagged by sequence model (Score: 1.75). Matches lateral movement: Accessed new resource 'WebPortal', 2 new resources recently.",0,6,0,2.1822222222222223,8444.74023431511,3869.7893130771886,0,0,1,2,0,0,0,0,0,0.0407984175526393
10208,EDG_07a0ca6e,2023-07-30 01:27:00,1.7476212829351423,lateral_movement,1.0,"Flagged by sequence model (Score: 1.75). Matches lateral movement: Accessed new resource 'FileServer', 2 new resources recently.",1,6,0,9.548333333333334,10992.96784651654,1151.297034021631,0,0,1,2,0,0,0,0,0,-0.0710224600488217
10211,USE_fbc9f87a,2023-07-30 02:34:00,1.7476212829351423,lateral_movement,1.0,"Flagged by sequence model (Score: 1.75). Matches lateral movement: Accessed new resource 'FileServer', 4 new resources recently.",2,6,0,5.399444444444445,6749.632855877042,1250.0606174070042,0,0,1,4,0,0,0,0,0,0.0491516046753862
10218,USE_8181a8cc,2023-07-30 05:55:00,1.7476212829351423,lateral_movement,1.0,"Flagged by sequence model (Score: 1.75). Matches lateral movement: Accessed new resource 'Database', 4 new resources recently.",5,6,0,5.414444444444444,6554.631799026338,1210.5825198283817,0,0,1,4,0,0,0,0,0,0.0320490742036238
10226,SER_2dbc2134,2023-07-30 09:47:00,1.7476212829351423,lateral_movement,1.0,"Flagged by sequence model (Score: 1.75). Matches lateral movement: Accessed new resource 'FileServer', 2 new resources recently.",9,6,0,11.215,9170.278978556677,817.6798019221288,0,0,1,2,0,0,0,0,0,-0.1074462511175169
